Data,Adreça,Adreça geo,Hora,Entitat,Latitude,Longitude,data,direccio,direccio geo,demandant,resolucio,hashtag,rao,latitude,longitude,match
25/06/2018,,,,,,,25/6/2018,"C/ Subur, 13, entlº de l’Hospitalet de Ll. (08905 La Florida)","Carrer de Rosalia de Castro, 39, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",Inmb,PIS ADJUDICAT,#SoluciónParaSouhaila,Desnonaments per lloguer,41.3656272,2.1158408,
25/06/2018,,,,,,,25/6/2018,"C/ Foneria, 31, esc. B  4ºC de Barcelona (08038)","Carrer de la Foneria, 31, esc. B  4ºC, 08038 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaLuana,Desnonaments per lloguer,41.3604844,2.1382661,
25/06/2018,"C/ Creu de Molers, 24","Carrer de la Creu dels Molers, 24, 08004 Barcelona, Spain",9:00,Sindicat de Barri de Poble Sec,41.3734244,2.1615017,,,,,,,,,,
25/06/2018,"C/Obradors, 7","Carrer d'Obradors, 7, 08002 Barcelona, Spain",10.30h,Resistim al Gòtic,41.3797881,2.1770842,,,,,,,,,,
25/06/2018,"C/ Elkano, 5","Carrer d'Elkano, 5, 08004 Barcelona, Spain",9:30h,PAH BCN,41.3723113,2.1655538,25/6/2018,"C/ Elkano, 5-7, 3º2ª de Barcelona (08004)","Carrer d'Elkano, 5, 08004 Barcelona, Spain","KEREN BUSINESS DEVELOPMENT, S.L.",ATURAT en porta,#SoluciónParaNairobi,Desnonaments per lloguer,41.3723113,2.1655538,x
25/06/2018,C/ Corretger 9,"Carrer de Corretger, 9, 08003 Barcelona, Spain",9:20h,Xarxa Ciutat Vella,41.3860662,2.1818811,,,,,,,,,,
25/06/2018,C/ Roig 11B,"Carrer d'En Roig, 11.B, 08001 Barcelona, Spain",11:40,Xarxa Ciutat Vella,41.3806255,2.1686425,,,,,,,,,,
26/06/2018,,,,,,,26/6/2018,"C/ Alaba, 69, 2º1ª de Barcelona (08005)","Barcelona, Spain",AGENCIA DE L’HABITATGE DE CATALUNYA,SUSPÉS,#MariaJoseSeQueda,Desnonaments per lloguer,41.3850639,2.1734035,
26/06/2018,"Av. de Sant Ildefons, 9","Av. de Sant Ildefons, 9, 08940 Cornellà de Llobregat, Barcelona, Spain",9:00h,PAH de Cornellà,41.3654986,2.0832208,,,,,,,,,,
26/06/2018,"C/ de Roviralta, 5","Carrer de Teodor Roviralta, 5, 08022 Barcelona, Spain",9:00h,PAHV Gramenet,41.412416,2.1345879,,,,,,,,,,
27/06/2018,,,,,,,27/6/2018,"C/ Pavia, 11 – 13, 2º2ª de Barcelona (08028)",,"BANCO DE SABADELL, S.A.",SUSPÉS,#LauraSeQueda,Desnonaments per ocupació,,,
27/06/2018,,,,,,,27/6/2018,"C/. Ferran, 39, entlº 2ª de Barcelona (08002 Gotic)","Carrer de Ferran, 39, 2ª, 08002 Barcelona, Spain",Inmb,SUSPES,,Desnonaments per ocupació,41.3818234,2.175795,
27/06/2018,,,,,,,27/6/2018,"Carrer d’Arnau  d’Oms, 27-29, 4º3ª de Barcelona (08016 Nou Barris)","27, Carrer d'Arnau d'Oms, 08016 Barcelona, Spain","ENTO, S.L.",,#SoluciónParaVoski,Desnonaments per ocupació,41.4298975,2.1771618,
27/06/2018,,,,,,,27/6/2018,"C/ Roger, 31, bajos de Barcelona (Sants 08028)","Barcelona, Spain","FINCAS ARMENGOL, S.C.P.",,,Desnonaments per ocupació,41.3850639,2.1734035,
28/06/2018,"C/ de Llançà, 94 (Metro Torrassa)","Carrer de Llança, 94, 08015 Barcelona, Spain",9:00,PAH Barcelona,41.3771048,2.1497063,,,,,,,,,,
28/06/2018,"C/ de Perafita, 40","Carrer de Perafita, 40, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4597212,2.1691683,,,,,,,,,,
28/06/2018,"C/ de les Agudes, 85","Carrer de les Agudes, 85, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4608283,2.1735921,,,,,,,,,,
28/06/2018,"C/ de les Agudes, 130","Carrer de les Agudes, 130, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4608999,2.1724042,,,,,,,,,,
28/06/2018,"C/ del Vinyar, 29","Carrer del Vinyar, 29, 08016 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4420484,2.1828678,,,,,,,,,,
28/06/2018,"C/Foc Follet, 59","Carrer del Foc Follet, 59, 08030 Barcelona, Spain",08.30h,🏽  500x20,41.4345239,2.2046711,,,,,,,,,,
29/06/2018,"C/Fonthonrada, 7","Carrer de la Font Honrada, 7, 08004 Barcelona, Spain",a confirmar,🏽  Sindicat de Barri del Poble Sec,41.3744481,2.1559523,,,,,,,,,,
29/06/2018,"C/ Sant Climent, 18","Carrer d'En Sant Climent, 18, 08001 Barcelona, Spain",9:00h,Raval Resistim,41.3785148,2.1654,,,,,,,,,,
29/06/2018,"C/ Carretes, 63","Carrer de les Carretes, 63, 08001 Barcelona, Spain",10:30h,Raval Resistim,41.37681,2.1685001,,,,,,,,,,
29/06/2018,"C/ Carretes, 69","Carrer de les Carretes, 69, 08001 Barcelona, Spain",11:00h,Raval Resistim,41.3766705,2.1687196,29/6/2018,"C/ Carretes, 63, 3º1ª de Barcelona (08001 Raval)","C. d'Arístides Maillol, 12, 08028 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaJoséAntonio,Desnonaments per lloguer,41.380896,2.1228198,x
02/07/2018,,,,,,,2/7/2018,"C/ Jaume Huguet, 8, 5º1ª de Barcelona (08019 Sant Martí)","Carrer de Jaume Huguet, 8, 08019 Barcelona, Spain","CATALUNYA BANC, S.A. (BBVA)",SUSPES,#PedroSeQueda,Desnonaments per hipoteca,41.4172429,2.2126585,
02/07/2018,,,,,,,2/7/2018,"C/ Carrer del Consell de Cent, 536, 5º3ª de Barcelona (08013)","Carrer del Consell de Cent, 536, 08013 Barcelona, Spain",Inmb.,SUSPES,#SolucióParaGabriele,Desnonaments per lloguer,41.4029461,2.1816665,
03/07/2018,,,,,,,3/7/2018,"C/ Rector Triado, 4–6, esc.B, 1º3ª de Barcelona (08014)","Carrer del Rector Triadó, 4, 6, esc, 08014 Barcelona, Spain","BUDMAC INVESTMENTS, SLU.",SUSPES,#AntonioSeQueda,Desnonaments per lloguer,41.3755838,2.1455349,
03/07/2018,,,,,,,3/7/2018,"C/ Viladomat, 231, entlº 2ª de Barcelona (08029)","Carrer de Viladomat, 231, 2ª, 08029 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaEmanuel,Desnonaments per lloguer,41.3858012,2.1488037,
03/07/2018,"C/ Comte d'Urgell, 8","Carrer del Comte d'Urgell, 8, 08011 Barcelona, Spain",11:00,Fem Sant Antoni,41.3792864,2.1626114,,,,,,,,,,
03/07/2018,"C/ de la Foradada, 104","Carrer de la Foradada, 104, 08033 Barcelona, Spain",8:30,️  500x20,41.4529579,2.19357,,,,,,,,,,
04/07/2018,"C/ de la Jota, 81","Carrer de la Jota, 81, 08016 Barcelona, Spain",10:00,PAH Barcelona,41.4293878,2.1787834,4/7/2018,"C/ La Jota, 81, principal 2ª de Barcelona (08016)","Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaRaquel,Desnonaments per lloguer,41.3850639,2.1734035,x
04/07/2018,"Av. Rasos de Peguera, 40-42","Av. dels Rasos de Peguera, 40, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4628191,2.1789916,,,,,,,,,,
04/07/2018,"C/ de les Agudes, 58","Carrer de les Agudes, 58, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4632348,2.1786158,,,,,,,,,,
04/07/2018,"C/ de les Agudes, 38","Carrer de les Agudes, 38, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4618317,2.1772348,4/7/2018,"C/ Les Agudes, 58 B, bajos D de Barcelona (08033 Ciudad Meridiana)","Carrer de les Agudes, 58, B, bajos D, 08033 Barcelona, Spain",BBVA,SUSPES,#JaimeSeQueda,Desnonaments per hipoteca,41.4632348,2.1786158,x
05/07/2018,,,,,,,5/7/2018,"C/ Morabos, 20, bajos 2ª de Barcelona (08004)","Carrer dels Morabos, 20, bajos 2ª, 08004 Barcelona, Spain",BBVA,SUSPES,#BouzaSeQueda,Desnonaments per hipoteca,41.3711279,2.1488037,
05/07/2018,,,,,,,5/7/2018,"C/ Cera, 15 – 1º1ª de Barcelona (08001)","Barcelona, Spain",BBVA,SUSPES,#ElisaSeQueda,Desnonaments per hipoteca,41.3850639,2.1734035,
05/07/2018,,,,,,,5/7/2018,"C/ Foneria, 31, esc. B  4ºC de Barcelona (08038)","Carrer de la Foneria, 31, esc. B  4ºC, 08038 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaLuana,Desnonaments per lloguer,41.3604844,2.1382661,
10/07/2018,"C/ Alella, 6","Carrer d'Alella, 6, 08016 Barcelona, Spain",12:00,️  PAHV Gramenet,41.4315709,2.1803735,,,,,,,,,,
10/07/2018,"C/ Wagner, 49","Carrer de Wagner, 49, 08923 Sta Coloma de Gramanet, Barcelona, Spain",12:30,️  PAHV Gramenet,41.4515146,2.2211432,,,,,,,,,,
10/07/2018,"Av. Rasos de Peguera, 6","Av. dels Rasos de Peguera, 6, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4621263,2.1790702,,,,,,,,,,
10/07/2018,"Av. Rasos de Peguera, 70","Av. dels Rasos de Peguera, 70, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4599452,2.1761501,,,,,,,,,,
11/07/2018,,,,,,,11/7/2018,"C/ Foneria, 20, 7º3ª de Barcelona (08038 Sants-Montjuich)","Barcelona, Spain","SOLUCIONES RAPIDAS FINANCIERAS, S.L.",SUSPES,,Desnonaments per hipoteca,41.3850639,2.1734035,
11/07/2018,,,,,,,11/7/2018,"C/ Cera, 12, 3º2ª de Barcelona (08001 El Raval)","Barcelona, Spain","IBERCAJA BANCO, S.A.U.",SUSPES,,Desnonaments per hipoteca,41.3850639,2.1734035,
11/07/2018,C/ Victòria 7,"Carrer de la Victòria, 7, 08003 Barcelona, Spain",09:00h,Resistim al Gòtic,41.3889397,2.1781551,,,,,,,,,,
11/07/2018,"C/ de la Reina Amàlia, 8","Carrer de la Reina Amàlia, 8, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3776903,2.1656606,,,,,,,,,,
11/07/2018,"C/ de l'Arc de Sant Pau, 11","Carrer de l'Arc de Sant Pau, 11, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3767605,2.1687608,,,,,,,,,,
11/07/2018,"C/ de Sant Antoni Abat, 3","Carrer de Sant Antoni Abat, 3, 08001 Barcelona, Spain",9:20,Raval Resistim,41.3793323,2.1657373,11/7/2018,"C/ Sant Antoni Abad, 36, 1º1ª de Barcelona (08001)","Carrer de Sant Antoni Abat, 36, 08001 Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaDamoud,Desnonaments per lloguer,41.3790993,2.164385,x
11/07/2018,"C/ de Sant Antoni Abat, 36","Carrer de Sant Antoni Abat, 36, 08001 Barcelona, Spain",9:00,PAH Barcelona,41.3790993,2.164385,,,,,,,,,,
12/07/2018,"C/ del Baix Ebre, 3",,11:30,PAH de Cornellà,,,,,,,,,,,,
13/07/2018,,,,,,,13/7/2018,"C/ Occident, 1, 1º1ª de l’Hospitalet de Ll. (08904)","Carrer Occident, 1, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",Inmb.,ATURAT en porta,#SoluciónParaRis,Desnonaments per lloguer,41.3752938,2.1206336,
13/07/2018,"C/ de Sant Salvador, 16","Carrer de Sant Salvador, 16, 08012 Barcelona, Spain",8:30,Oficina d'Habitatge Popular de Gràcia,41.4067627,2.1531398,,,,,,,,,,
16/07/2018,"C/ de Peníscola, 31","Carrer de Peníscola, 31, 08033 Barcelona, Spain",11:00,500x20,41.4535132,2.1903288,,,,,,,,,,
16/07/2018,"C/ de Llinars del Vallès, 6","Carrer de Llinars del Vallès, 6, 08030 Barcelona, Spain",11:15,PAH Barcelona,41.4350878,2.2072642,16/7/2018,"C/ Llinars del Valles, 6, 3ª1ª de Barcelona (08030 Bon Pastor)","08450 Llinars del Vallès, Barcelona, Spain",HIPOCAT 10 FTA,SUSPES,#MaríaJoséSeQueda,Desnonaments per ocupació,41.6398992,2.4016802,x
16/07/2018,"C/ de les Agudes, 38","Carrer de les Agudes, 38, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4618317,2.1772348,,,,,,,,,,
16/07/2018,"C/ de Borràs, 31","Carrer de Borràs, 31, 08016 Barcelona, Spain",8:45,500x20,41.4402076,2.1773595,,,,,,,,,,
16/07/2018,"C/ d'Ausona, 50","Carrer d'Ausona, 50, 08033 Barcelona, Spain",10:00,500x20,41.4522971,2.1920849,,,,,,,,,,
17/07/2018,"C/ d'Obradors, 7","Carrer d'Obradors, 7, 08002 Barcelona, Spain",11:40,Resistim al Gòtic,41.3797881,2.1770842,,,,,,,,,,
18/07/2018,"C/ de Xifré, 90","Carrer de Xifré, 90, 08026 Barcelona, Spain",A confirmar,OHT Clot-Camp de l'Arpa,41.410749,2.1812023,,,,,,,,,,
18/07/2018,"C/ de Xifré, 90","Carrer de Xifré, 90, 08026 Barcelona, Spain",10:20 (Hora Confirmada),OHT Clot-Camp de l'Arpa,41.410749,2.1812023,,,,,,,,,,
19/07/2018,,,,,,,19/7/2018,"C/ Bambú, 1, bjs. 2ª de Cornellá de Ll. (08940)","l'Energia, Carrer de l'Energia, 107, 08940 Cornellà de Llobregat, Barcelona, Spain",BUDMAC INVESTMENTS SLU (ANTICIPA),SUSPES,,Desnonaments per lloguer,41.3517123,2.0973407,
19/07/2018,"C/ de Magallanes, 59","Carrer de Magallanes, 59, 08100 Mollet del Vallès, Barcelona, Spain",8:30,SdB Poble Sec,41.5458564,2.2118795,,,,,,,,,,
20/07/2018,,,,,,,20/7/2018,"Conca de Tremp, 72, 3º de Barcelona (08032)","Carrer de la Conca de Tremp, 72, 3º, 08032 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaMaria,Desnonaments per lloguer,41.4211894,2.1573202,
20/07/2018,,,,,,,20/7/2018,"C/ Sant Pere Mitja, 67, principal 2ª de Barcelona (08003)","Carrer de Sant Pere Mitjà, 67, 2ª, 08003 Barcelona, Spain","MAC – 5, S.L..",ATURAT en porta,#LamiaSeQueda,Desnonaments per lloguer,41.3886539,2.1782042,
20/07/2018,,,,,,,20/7/2018,"C/ Mare de Déu del Remei, 53, principal 3ª de Barcelona (08004)","Carrer de la Mare de Déu del Remei, 53, 08004 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParNassir,Desnonaments per lloguer,41.3728965,2.1556712,
20/07/2018,,,,,,,20/7/2018,"C/ Nou de la Rambla, 99, Barcelona (08004)","Carrer Nou de la Rambla, 99, 08001 Barcelona, Spain",Ihedria Spain SL,ATURAT en porta,#HafsaSeQueda,Desnonaments per lloguer,41.3754129,2.1707559,
20/07/2018,"C/ de Perafita, 30","Carrer de Perafita, 30, 08033 Barcelona, Spain",A partir de les: 10:30 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4598355,2.1700489,,,,,,,,,,
20/07/2018,"C/ de les Agudes, 4","Carrer de les Agudes, 4, 08033 Barcelona, Spain",A partir de les: 10:30 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4621445,2.1768579,,,,,,,,,,
23/07/2018,,,,,,,23/7/2018,"C/ Carrer de les Diligències, 12, 4ª2ª de Barcelona (08038 Can Clos)","Carrer de les Diligències, 12, 08038 Barcelona, Spain",SAREB,SUSPES,#JoahannaSeQueda,Desnonaments per ocupació,41.3612323,2.1460131,
23/07/2018,,,,,,,23/7/2018,"C/ Llança, 29, 2º4ª de Barcelona (08015)",,SAREB,SUSPES,,Desnonaments per ocupació,,,
23/07/2018,"C/ de la Mare de Déu del Remei, 53","Carrer de la Mare de Déu del Remei, 53, 08004 Barcelona, Spain",8:30,SdB Poble Sec,41.3728199,2.1556532,,,,,,,,,,
23/07/2018,"C/ de Radas, 48","Carrer de Radas, 48, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3719334,2.1601624,,,,,,,,,,
23/07/2018,"C/ de Sant Pere Mitjà, 67","Carrer de Sant Pere Mitjà, 67, 08003 Barcelona, Spain",8:30,PAH Barcelona,41.3886539,2.1782042,,,,,,,,,,
23/07/2018,"C/ Nou de la Rambla, 99","Carrer Nou de la Rambla, 99, 08001 Barcelona, Spain",11:15,PAH Barcelona,41.3754129,2.1707559,,,,,,,,,,
23/07/2018,"C/ de la Petxina, 6","Carrer de la Petxina, 6, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3814595,2.1723882,,,,,,,,,,
23/07/2018,"C/ de l'Hospital, 76-78","Carrer de l'Hospital, 76, 08001 Barcelona, Spain",10:20,Raval Resistim,41.380131,2.1690079,,,,,,,,,,
24/07/2018,,,,,,,24/7/2018,"C/ Josep Estivill, 31 Bjs. Esc. A, 1º2ª de Barcelona (08027)","Carrer de Josep Estivill, 31, 08027 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaJavier,Desnonaments per lloguer,41.4182971,2.1881582,
24/07/2018,,,,,,,24/7/2018,"C/ Valencia, 648, 3º de Barcelona (08026)",,Inmb.,SUSPES,#SoluciónParaXavier,Desnonaments per ocupació,,,
24/07/2018,,,,,,,24/7/2018,"C/ Bou de Sant Pere, 16, 1º de Barcelona 08003 (Ciutat Vella)","Carrer del Bou de Sant Pere, 16, 1º, 08003 Barcelona, Spain",Inmb,ATURAT en porta,#SolucióParaNadia,Desnonaments per ocupació,41.3880072,2.1766951,
24/07/2018,"C/ de Biscaia, 334-336","Carrer de Biscaia, 334, 08027 Barcelona, Spain",9:00,500x20,41.4148384,2.1899636,,,,,,,,,,
24/07/2018,"C/ d'Alfons el Magnànim, 77","Carrer d'Alfons el Magnànim, 77, 08019 Barcelona, Spain",9:00,PAH Barcelona,41.4161,2.21439,24/7/2018,"C/ Alfons V el Magnanim, 77 bis, 5º2ª de Barcelona (08019 Besos Mar)","Alfons el Magnànim, Carrer d'Alfons el Magnànim, 40, 08019 Barcelona, Spain","BBVA, S.A.",SUSPES,#AssaneSeQueda,Desnonaments per ocupació,41.4171656,2.2135265,x
25/07/2018,"C/ de Balmes, 319","Carrer de Balmes, 319, 08006 Barcelona, Spain",9:15,PAH Barcelona,41.4028439,2.144137,25/7/2018,"C/ Balmes, 319, 2º D de Barcelona (08006)","Carrer de Balmes, 319, 2º D, 08006 Barcelona, Spain","CRITERIA CAIXA, S.A.U.",ATURAT en porta,#IsabelSeQueda,Desnonaments per lloguer,41.4028439,2.144137,x
26/07/2018,"Pg. de Torras i Bages, 90","Passeig de Torras i Bages, 90, 08030 Barcelona, Spain",A confirmar,500x20,41.4402013,2.1911493,,,,,,,,,,
26/07/2018,"C/ de l'Estadella, 75","Torrent de l'Estadella, 75, 08030 Barcelona, Spain",A confirmar,500x20,41.4342916,2.2004689,,,,,,,,,,
27/07/2018,,,,,,,27/7/2018,"C/ Más, 142, sótano 1ª de l’Hospitalet de Ll. (08904)","Carrer Mas, 142, 1ª, 08904 L'Hospitalet de Llobregat, Barcelona, Spain",Inmb.,entrega de claus,,Desnonaments per lloguer,41.370187,2.1176491,
27/07/2018,,,,,,,27/7/2018,"C/ Balboa, 10, 3º1ª de Barcelona (08003 Barceloneta)","Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaAziz,Desnonaments per lloguer,41.3850639,2.1734035,
27/07/2018,"C/ de la Font Honrada, 39","Carrer de la Font Honrada, 39, 08004 Barcelona, Spain",8:30,SdB Poble Sec,41.3727343,2.156006,,,,,,,,,,
27/07/2018,"C/ de Blasco de Garay, 45","Carrer de Blasco de Garay, 45, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3730194,2.1627723,,,,,,,,,,
27/07/2018,"C/ de Calàbria, 64","Carrer de Calàbria, 64, 08015 Barcelona, Spain",A confirmar,Fem Sant Antoni,41.3781549,2.1572389,,,,,,,,,,
27/07/2018,"C/ d'Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",10:00,"Espalter SOS, Acció Reina Amàlia, El Lokal, Acció Raval.",41.3784265,2.1707372,,,,,,,,,,
12/09/2018,"C/ del Cadí, 36 (Metro Vilapicina)","Carrer del Cadí, 36, 08031 Barcelona, Spain",9:00,500x20,41.4318093,2.1692646,,,,,,,,,,
13/09/2018,"C/ de la Gerdera, 4 (Metro Sant Ildefons)","Carrer de la Gerdera, 4, 08940 Cornellà de Llobregat, Barcelona, Spain",9:30,PAH de Cornellà,41.3613532,2.0847185,,,,,,,,,,
14/09/2018,,,,,,,14/9/2018,"C/ Doctor Pi i Molist, 19, entlº 1ª de Barcelona (08031 Nou Barris)","Carrer del Doctor Pi i Molist, 19, 1ª, 08031 Barcelona, Spain","SAREB, S.A.",Suspés,#ClaraSeQueda,Desnonaments per ocupació,41.4315324,2.1739803,
14/09/2018,"C/ Mas Duran, 62","Carrer del Mas Duran, 62, 08042 Barcelona, Spain",8:30,,41.4445605,2.1772379,,,,,,,,,,
17/09/2018,"C/ Maquinista, 50","Carrer de la Maquinista, 50, 08003 Barcelona, Spain",9:30h,Comissió d'Habitatge de la Barceloneta,41.3809856,2.1900984,,,,,,,,,,
17/09/2018,"C/ Ginés i Partagàs, 18-20","Carrer del Dr. Giné i Partagàs, 18, 08003 Barcelona, Spain",9:30h,Comissió d'Habitatge de la Barceloneta,41.3812932,2.1903559,,,,,,,,,,
18/09/2018,"C/ Felipe Bertran i Güell, 13","Carrer de Felip Bertran i Güell, 13, 08027 Barcelona, Spain",8:30h,500x20,41.4247425,2.1835719,,,,,,,,,,
18/09/2018,C/ Roger de Flor 209,"Carrer de Roger de Flor, 209, 08025 Barcelona, Spain",8:30h,Oficina d'Habitatge Popular de Gràcia,41.4010652,2.1692976,,,,,,,,,,
19/09/2018,"Av. Miraflores, 9 (<M> L1 Florida)","Av. Miraflores, 9, 08905 L'Hospitalet de Llobregat, Barcelona, Spain",10:15,PAH Barcelona,41.3696241,2.1115243,19/9/2018,"Avda. Miraflores, 9, 4º1ª de l’Hospitalet de Ll. (08532)","Av. Miraflores, 9, 08905 L'Hospitalet de Llobregat, Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaMiriam,Desnonaments per lloguer,41.3696241,2.1115243,x
20/09/2018,,,,,,,20/9/2018,"C/ Chapi,11, 1º2ª de Barcelona (08031 Horta-Guinardo","Carrer de Chapí, 56, 08031 Barcelona, Spain","J. BALAGUER ARQUITECTURA E INGENIERIA, S.A  ?",Aturat en porta,#SoluciónParaLarry?,Desnonaments per lloguer,41.4316819,2.1604332,
20/09/2018,"C/ Vall d'Ordesa, 2","Carrer de la Vall d'Ordesa, 2, 08031 Barcelona, Spain",8:30h (pendent confirmació),500x20,41.4311985,2.1669368,,,,,,,,,,
20/09/2018,"C/ Beret, 66","Carrer de Beret, 66, 08031 Barcelona, Spain",8:30h (pendent confirmació),500x20,41.4330055,2.1686091,,,,,,,,,,
20/09/2018,"C/ Aiguablava, 26","Carrer d'Aiguablava, 26, 08033 Barcelona, Spain",9:00h,500x20,41.4487855,2.1821276,,,,,,,,,,
21/09/2018,"C/ Correu Vell, 3","Carrer del Correu Vell, 3, 08002 Barcelona, Spain",a confirmar,Resistim al Gòtic,41.3814938,2.1796549,,,,,,,,,,
21/09/2018,"C/ de Magalhães, 58","Carrer de Magalhães, 58, 08004 Barcelona, Spain",A confirmar,SdB Poble Sec,41.3727479,2.1608915,,,,,,,,,,
21/09/2018,"C/ de la Cera, 17","Carrer de la Cera, 17, 08001 Barcelona, Spain",10:00,Stop Desnonaments Raval,41.3790167,2.1663844,,,,,,,,,,
21/09/2018,"C/ de la Petxina, 5","Carrer de la Petxina, 5, 08001 Barcelona, Spain",11:20,Stop Desnonaments Raval,41.3814068,2.1724294,,,,,,,,,,
21/09/2018,"C/ de Sant Bertran, 6","Carrer de Sant Bertran, 6, 08001 Barcelona, Spain",10:30,Stop Desnonaments Raval,41.3757246,2.1721369,,,,,,,,,,
25/09/2018,,,,,,,25/9/2018,"C/ Manigua, 18, bjs. 1ª de Barcelona (08027)","Carrer de la Manigua, 18, bj's. 1ª, 08027 Barcelona, Spain",Inmb.,Aturat en porta,#SoluciónParaGuisela,Desnonaments per ocupació,41.422988,2.1795083,
25/09/2018,"C/ d'Àlaba, 69 (<M> Bogatell)","Carrer d'Àlaba, 69, 08005 Barcelona, Spain",9:00,PAH Barcelona,41.3967565,2.1933155,25/9/2018,"C/ Alaba, 69, 2º1ª de Barcelona (08005)","Barcelona, Spain",AGENCIA DE L’HABITATGE DE CATALUNYA,Aturat en porta,#MaríaJoséSeQueda,Desnonaments per lloguer,41.3850639,2.1734035,x
25/09/2018,"C/ de la Màniga, 18 (<M> Congrés)","Barcelona, Spain",10:00,PAH Barcelona,41.3850639,2.1734035,,,,,,,,,,
26/09/2018,"C/ de Mossèn Amadeu Oller, 32","Carrer de Mossèn Amadeu Oller, 32, 08014 Barcelona, Spain",A confirmar.,Grup d'Habitatge de Sants,41.3692355,2.1381354,,,,,,,,,,
26/09/2018,C/ Igualada 9,"Carrer d'Igualada, 9, 08012 Barcelona, Spain",A confirmar.,Oficina d'Habitatge Popular de Gràcia,41.4015093,2.1625321,,,,,,,,,,
26/09/2018,"C/ Balmes, 276","Carrer de Balmes, 276, 08006 Barcelona, Spain",10:00h,️  Sindicat de Llogateres,41.4010125,2.1479968,,,,,,,,,,
26/09/2018,"C/ de Mossèn Amadeu Oller, 32","Carrer de Mossèn Amadeu Oller, 32, 08014 Barcelona, Spain",8:45h,️  Grup d'Habitatge de Sants,41.3692355,2.1381354,,,,,,,,,,
26/09/2018,"C/ Pavia, 18","Carrer de Pavia, 18, 08028 Barcelona, Spain",9:30h,️  Grup d'Habitatge de Sants,41.3732052,2.1323603,,,,,,,,,,
27/09/2018,,,,,,,27/9/2018,"C/ Alcudia, 72 – 74, bjs. 3ª, blq. B de Barcelona (08016 Nou Barris)",,BBVA,SUSPES,#VilaSeQueda,Desnonaments per hipoteca,,,
27/09/2018,"Passatge Parcerisas, 5-7","Passatge Parcerisas, 5, 08923 Santa Coloma de Gramenet, Barcelona, Spain",11:30,PAHV Gramenet,41.4414913,2.2136368,,,,,,,,,,
27/09/2018,"C/ de les Agudes, 58","Carrer de les Agudes, 58, 08033 Barcelona, Spain",9:00,️  AVV Ciutat Meridiana,41.4632348,2.1786158,,,,,,,,,,
27/09/2018,"Av. Sant Ildefons, 9","Av. de Sant Ildefons, 9, 08940 Cornellà de Llobregat, Barcelona, Spain",8:30,️  PAH de Cornellà,41.3654986,2.0832208,,,,,,,,,,
28/09/2018,,,,,,,28/9/2018,"C/ Venus, 27 de Corbera de Llobregat (08757)","Carrer Venus, 27, 08757 Corbera de Llobregat, Barcelona, Spain",BANKIA   No convocat,,#CarmenSeQueda,Desnonaments per hipoteca,41.4373073,1.9534973,
28/09/2018,,,,,,,28/9/2018,"C/ Muga, 1, 1º1ª de Barcelona (08038 Zona Franca)","Barcelona, Spain","CAIXABANK, S.A.",SUSPES,#ValeriaSeQueda,Desnonaments per hipoteca,41.3850639,2.1734035,
28/09/2018,,,,,,,28/9/2018,"C/ Del Roser, 9","Carrer del Roser, 9, 08004 Barcelona, Spain",Budmanc,Suspés,#LuzMarySeQueda,Desnonaments per lloguer,41.3740837,2.167283,
