Data,Adreça,Adreça geo,Hora,Entitat,Latitude,Longitude
05/06/2018,"C/ de Sant Andreu, 5","Passeig de Torras i Bages, 5, 08030 Barcelona, Spain",8:30,PAHV Gramanet,41.4365922,2.1911418
07/06/2018,"C/ de Camprodon, 24","Carrer de Camprodon, 24, 08012 Barcelona, Spain",12:00,PAHV Gramanet,41.4009543,2.1641845
06/06/2018,"C/ de l'Estadella, 75","Torrent de l'Estadella, 75, 08030 Barcelona, Spain",08:30,Sindicat d'Habitatge de Sant Andreu,41.4342916,2.2004689
06/06/2018,"Av. Rasos de Peguera, 63","Av. dels Rasos de Peguera, 63, 08033 Barcelona, Spain",12:00,️  AVV Ciutat Meridiana,41.4600634,2.174443
06/06/2018,"C/Pau Piferrer, 116","Carrer de Pau Piferrer, 116, 08914 Santa Coloma de Gramenet, Barcelona, Spain",10:00,️  PAC Badalona,41.446834,2.2223276
06/06/2018,"C/Sant Frederic, 6","Carrer de Sant Frederic, 6, 08028 Barcelona, Spain",12:00,️  PAC Badalona,41.3735369,2.1286462
07/06/2018,"C/ Santa Madrona, 12","Passeig de Santa Madrona, 12, 08038 Barcelona, Spain",9:00,️  Raval Resistim,41.368044,2.1573836
07/06/2018,"C/ Carme, 95","Carrer del Carme, 95, 08001 Barcelona, Spain",9:20,️  Raval Resistim,41.3801045,2.1669361
07/06/2018,"C/ Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",11:00,️  Raval Resistim,41.3784265,2.1707372
07/06/2018,"C/ Pedreres, 7","Carrer de les Pedreres, 7, 08004 Barcelona, Spain",10:00,️  Sindicat de Barri del Poble Sec,41.372606,2.1587233
12/06/2018,"C/ Foc Follet, 72-74","Carrer del Foc Follet, 72, 08030 Barcelona, Spain",8:30,️  500x20,41.4344548,2.2052473
11/06/2018,"C/ Mossen Amadeu Oller, 32","Carrer de Mossèn Amadeu Oller, 32, 08014 Barcelona, Spain",11:00,️  GHAS,41.3692355,2.1381354
12/06/2018,"C/ Vidal i Guash, 15","Carrer de Vidal i Guasch, 15, 08042 Barcelona, Spain",10:30,500x20,41.4461498,2.1755277
12/06/2018,"C/ d'Enric Granados, 31","Carrer d'Enric Granados, 31, 08007 Barcelona, Spain",12:00,PAHV Gramanet,41.3893595,2.1600953
11/06/2018,"C/ del Sant Crist, 61","Carrer del Sant Crist, 61, 08014 Barcelona, Spain",8:00,PAH Barcelona,41.3743155,2.1375932
12/06/2018,"C/ de Les Agudes, 114","Carrer de les Agudes, 114, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4614813,2.1732358
13/06/2018,C/Requesens 5,"Carrer de Requesens, 5, 08001 Barcelona, Spain",10:00h,️  GHAS,41.3796595,2.1639452
13/06/2018,"C/ del Parlament, 1-3","Carrer del Parlament, 1, 08015 Barcelona, Spain",9:30,Fem Sant Antoni,41.3755138,2.1611276
13/06/2018,"C/ Subur, 13 (Metro Florida)","Barcelona, Spain",11:30,PAH Barcelona,41.3850639,2.1734035
13/06/2018,"C/ de Pau Claris, 11","Carrer de Pau Claris, 11, 08010 Barcelona, Spain",10:15,PAC Badalona,41.3889918,2.1717569
15/06/2018,"C/Rector Triadó, 34 <M> Hostafrancs","Carrer del Rector Triadó, 34, 08014 Barcelona, Spain",9h,GHAS,41.3767756,2.1445351
18/06/2018,C/ Església 4-10,"Carrer de l'Església, 4, 08024 Barcelona, Spain",8h,Oficina d'Habitatge Popular de Gràcia,41.4054446,2.1571632
18/06/2018,C/ Torrent de les Flors 50,"Carrer del Torrent de les Flors, 50, 08024 Barcelona, Spain",8:30h,Sindicat de Barri de Gràcia,41.4060047,2.1605791
18/06/2018,C/ Joan Riera 21(Metro L4 Via Júlia),"Carrer de Joan Riera, 21, 08042 Barcelona, Spain",9:00,500x20,41.442076,2.1743858
18/06/2018,C/ Pedraforca 18,"Carrer del Pedraforca, 18, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4613843,2.1752605
18/06/2018,C/ Rasos de Peguera 74,"Av. dels Rasos de Peguera, 74, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4606122,2.1768723
19/06/2018,"C/ Compte Borrell, 59","Carrer del Comte Borrell, 59, 08015 Barcelona, Spain",8:45,Sindicat de Barri de Poble Sec,41.37749,2.1621463
19/06/2018,"C/ Magallanes, 58","Carrer de Magallanes, 58, 08191 Rubí, Barcelona, Spain",10:45,Sindicat de Barri de Poble Sec,41.4903051,2.0353418
19/06/2018,"C/ Radas, 67","Carrer de Radas, 67, 08004 Barcelona, Spain",11:00,Sindicat de Barri de Poble Sec,41.372221,2.1605371
18/06/2018,C/ Lorda 24,"Carrer de Lorda, 24, 08035 Barcelona, Spain",10h,CDR Horta-Guinardó,41.4220291,2.1497819
19/06/2018,"C/ de Manso, 46","Carrer de Manso, 46, 08015 Barcelona, Spain",9:00,PAH Barcelona,41.377046,2.1613608
19/06/2018,"C/ de Roger de Llúria, 38","Carrer de Roger de Llúria, 38, 08009 Barcelona, Spain",11:00,PAHV Gramanet,41.3919729,2.1705642
19/06/2018,"C/ de la Cera, 1","Carrer de la Cera, 1, 08001 Barcelona, Spain",9:40,Raval Resistim,41.3794063,2.1670604
19/06/2018,"C/ de Sant Pere Mitjà, 1-3","Carrer de Sant Pere Mitjà, 1, 08003 Barcelona, Spain",10:40,Resistim al Gòtic,41.3870328,2.1762984
19/06/2018,"C/ del Burí, 2","Carrer del Burí, 2, 08940 Cornellà de Llobregat, Barcelona, Spain",9:30,PAH de Cornellà,41.360438,2.0805979
19/06/2018,"C/ Floridablanca, 25","Carrer de Floridablanca, 25, 08015 Barcelona, Spain",10:45,PAC Badalona,41.3765524,2.1559202
20/06/2018,"C/ dels Almogàvers, 201","Carrer dels Almogàvers, 201, 08018 Barcelona, Spain",9:30,PAH Barcelona,41.4012803,2.1955174
20/06/2018,"C/ d'Àvila, 169","Carrer d'Àvila, 169, 08018 Barcelona, Spain",10:30,PAH Barcelona,41.4017374,2.1889239
20/06/2018,"C/ Andrés Segovia, 11-13","Carrer d Andrés Segovia, 11, 08913 Santa Coloma de Gramenet, Barcelona, Spain",10:00,PAC Badalona,41.4375312,2.2230993
22/06/2018,"Av. Rasos de Peguera, 94","Av. dels Rasos de Peguera, 94, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.46125,2.17677
22/06/2018,"Via Júlia, 39","Via Júlia, 39, 08042 Barcelona, Spain",10:00,500x20,41.4403893,2.1760157
22/06/2018,"C/ de la Renaixença, 71","Carrer de la Renaixença, 71, 08041 Barcelona, Spain",11:00,PAH Barcelona,41.4189798,2.1777357
25/06/2018,"C/ Creu de Molers, 24","Carrer de la Creu dels Molers, 24, 08004 Barcelona, Spain",9:00,Sindicat de Barri de Poble Sec,41.3734244,2.1615017
25/06/2018,"C/Obradors, 7","Carrer d'Obradors, 7, 08002 Barcelona, Spain",10.30h,Resistim al Gòtic,41.3797881,2.1770842
25/06/2018,"C/ Elkano, 5","Carrer d'Elkano, 5, 08004 Barcelona, Spain",9:30h,PAH BCN,41.3723113,2.1655538
25/06/2018,C/ Corretger 9,"Carrer de Corretger, 9, 08003 Barcelona, Spain",9:20h,Xarxa Ciutat Vella,41.3860662,2.1818811
25/06/2018,C/ Roig 11B,"Carrer d'En Roig, 11.B, 08001 Barcelona, Spain",11:40,Xarxa Ciutat Vella,41.3806255,2.1686425
26/06/2018,"Av. de Sant Ildefons, 9","Av. de Sant Ildefons, 9, 08940 Cornellà de Llobregat, Barcelona, Spain",9:00h,PAH de Cornellà,41.3654986,2.0832208
26/06/2018,"C/ de Roviralta, 5","Carrer de Teodor Roviralta, 5, 08022 Barcelona, Spain",9:00h,PAHV Gramenet,41.412416,2.1345879
28/06/2018,"C/ de Llançà, 94 (Metro Torrassa)","Carrer de Llança, 94, 08015 Barcelona, Spain",9:00,PAH Barcelona,41.3771048,2.1497063
28/06/2018,"C/ de Perafita, 40","Carrer de Perafita, 40, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4597212,2.1691683
28/06/2018,"C/ de les Agudes, 85","Carrer de les Agudes, 85, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4608283,2.1735921
28/06/2018,"C/ de les Agudes, 130","Carrer de les Agudes, 130, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4608999,2.1724042
28/06/2018,"C/ del Vinyar, 29","Carrer del Vinyar, 29, 08016 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4420484,2.1828678
28/06/2018,"C/Foc Follet, 59","Carrer del Foc Follet, 59, 08030 Barcelona, Spain",08.30h,🏽  500x20,41.4345239,2.2046711
29/06/2018,"C/Fonthonrada, 7","Carrer de la Font Honrada, 7, 08004 Barcelona, Spain",a confirmar,🏽  Sindicat de Barri del Poble Sec,41.3744481,2.1559523
29/06/2018,"C/ Sant Climent, 18","Carrer d'En Sant Climent, 18, 08001 Barcelona, Spain",9:00h,Raval Resistim,41.3785148,2.1654
29/06/2018,"C/ Carretes, 63","Carrer de les Carretes, 63, 08001 Barcelona, Spain",10:30h,Raval Resistim,41.37681,2.1685001
29/06/2018,"C/ Carretes, 69","Carrer de les Carretes, 69, 08001 Barcelona, Spain",11:00h,Raval Resistim,41.3766705,2.1687196
03/07/2018,"C/ Comte d'Urgell, 8","Carrer del Comte d'Urgell, 8, 08011 Barcelona, Spain",11:00,Fem Sant Antoni,41.3792864,2.1626114
03/07/2018,"C/ de la Foradada, 104","Carrer de la Foradada, 104, 08033 Barcelona, Spain",8:30,️  500x20,41.4529579,2.19357
04/07/2018,"C/ de la Jota, 81","Carrer de la Jota, 81, 08016 Barcelona, Spain",10:00,PAH Barcelona,41.4293878,2.1787834
04/07/2018,"Av. Rasos de Peguera, 40-42","Av. dels Rasos de Peguera, 40, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4628191,2.1789916
04/07/2018,"C/ de les Agudes, 58","Carrer de les Agudes, 58, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4632348,2.1786158
04/07/2018,"C/ de les Agudes, 38","Carrer de les Agudes, 38, 08033 Barcelona, Spain",A partir de les 9:00 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4618317,2.1772348
10/07/2018,"C/ Alella, 6","Carrer d'Alella, 6, 08016 Barcelona, Spain",12:00,️  PAHV Gramenet,41.4315709,2.1803735
10/07/2018,"C/ Wagner, 49","Carrer de Wagner, 49, 08923 Sta Coloma de Gramanet, Barcelona, Spain",12:30,️  PAHV Gramenet,41.4515146,2.2211432
10/07/2018,"Av. Rasos de Peguera, 6","Av. dels Rasos de Peguera, 6, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4621263,2.1790702
10/07/2018,"Av. Rasos de Peguera, 70","Av. dels Rasos de Peguera, 70, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4599452,2.1761501
11/07/2018,C/ Victòria 7,"Carrer de la Victòria, 7, 08003 Barcelona, Spain",09:00h,Resistim al Gòtic,41.3889397,2.1781551
11/07/2018,"C/ de la Reina Amàlia, 8","Carrer de la Reina Amàlia, 8, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3776903,2.1656606
11/07/2018,"C/ de l'Arc de Sant Pau, 11","Carrer de l'Arc de Sant Pau, 11, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3767605,2.1687608
11/07/2018,"C/ de Sant Antoni Abat, 3","Carrer de Sant Antoni Abat, 3, 08001 Barcelona, Spain",9:20,Raval Resistim,41.3793323,2.1657373
11/07/2018,"C/ de Sant Antoni Abat, 36","Carrer de Sant Antoni Abat, 36, 08001 Barcelona, Spain",9:00,PAH Barcelona,41.3790993,2.164385
13/07/2018,"C/ de Sant Salvador, 16","Carrer de Sant Salvador, 16, 08012 Barcelona, Spain",8:30,Oficina d'Habitatge Popular de Gràcia,41.4067627,2.1531398
12/07/2018,"C/ del Baix Ebre, 3",,11:30,PAH de Cornellà,,
18/07/2018,"C/ de Xifré, 90","Carrer de Xifré, 90, 08026 Barcelona, Spain",A confirmar,OHT Clot-Camp de l'Arpa,41.410749,2.1812023
16/07/2018,"C/ de Peníscola, 31","Carrer de Peníscola, 31, 08033 Barcelona, Spain",11:00,500x20,41.4535132,2.1903288
16/07/2018,"C/ de Llinars del Vallès, 6","Carrer de Llinars del Vallès, 6, 08030 Barcelona, Spain",11:15,PAH Barcelona,41.4350878,2.2072642
16/07/2018,"C/ de les Agudes, 38","Carrer de les Agudes, 38, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4618317,2.1772348
16/07/2018,"C/ de Borràs, 31","Carrer de Borràs, 31, 08016 Barcelona, Spain",8:45,500x20,41.4402076,2.1773595
16/07/2018,"C/ d'Ausona, 50","Carrer d'Ausona, 50, 08033 Barcelona, Spain",10:00,500x20,41.4522971,2.1920849
17/07/2018,"C/ d'Obradors, 7","Carrer d'Obradors, 7, 08002 Barcelona, Spain",11:40,Resistim al Gòtic,41.3797881,2.1770842
18/07/2018,"C/ de Xifré, 90","Carrer de Xifré, 90, 08026 Barcelona, Spain",10:20 (Hora Confirmada),OHT Clot-Camp de l'Arpa,41.410749,2.1812023
19/07/2018,"C/ de Magallanes, 59","Carrer de Magallanes, 59, 08100 Mollet del Vallès, Barcelona, Spain",8:30,SdB Poble Sec,41.5458564,2.2118795
23/07/2018,"C/ de la Mare de Déu del Remei, 53","Carrer de la Mare de Déu del Remei, 53, 08004 Barcelona, Spain",8:30,SdB Poble Sec,41.3728199,2.1556532
23/07/2018,"C/ de Radas, 48","Carrer de Radas, 48, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3719334,2.1601624
27/07/2018,"C/ de la Font Honrada, 39","Carrer de la Font Honrada, 39, 08004 Barcelona, Spain",8:30,SdB Poble Sec,41.3727343,2.156006
27/07/2018,"C/ de Blasco de Garay, 45","Carrer de Blasco de Garay, 45, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3730194,2.1627723
20/07/2018,"C/ de Perafita, 30","Carrer de Perafita, 30, 08033 Barcelona, Spain",A partir de les: 10:30 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4598355,2.1700489
20/07/2018,"C/ de les Agudes, 4","Carrer de les Agudes, 4, 08033 Barcelona, Spain",A partir de les: 10:30 (Metro Ciutat Meridiana),AVV Ciutat Meridiana,41.4621445,2.1768579
23/07/2018,"C/ de Sant Pere Mitjà, 67","Carrer de Sant Pere Mitjà, 67, 08003 Barcelona, Spain",8:30,PAH Barcelona,41.3886539,2.1782042
23/07/2018,"C/ Nou de la Rambla, 99","Carrer Nou de la Rambla, 99, 08001 Barcelona, Spain",11:15,PAH Barcelona,41.3754129,2.1707559
23/07/2018,"C/ de la Petxina, 6","Carrer de la Petxina, 6, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3814595,2.1723882
23/07/2018,"C/ de l'Hospital, 76-78","Carrer de l'Hospital, 76, 08001 Barcelona, Spain",10:20,Raval Resistim,41.380131,2.1690079
24/07/2018,"C/ de Biscaia, 334-336","Carrer de Biscaia, 334, 08027 Barcelona, Spain",9:00,500x20,41.4148384,2.1899636
24/07/2018,"C/ d'Alfons el Magnànim, 77","Carrer d'Alfons el Magnànim, 77, 08019 Barcelona, Spain",9:00,PAH Barcelona,41.4161,2.21439
27/07/2018,"C/ de Calàbria, 64","Carrer de Calàbria, 64, 08015 Barcelona, Spain",A confirmar,Fem Sant Antoni,41.3781549,2.1572389
25/07/2018,"C/ de Balmes, 319","Carrer de Balmes, 319, 08006 Barcelona, Spain",9:15,PAH Barcelona,41.4028439,2.144137
26/07/2018,"Pg. de Torras i Bages, 90","Passeig de Torras i Bages, 90, 08030 Barcelona, Spain",A confirmar,500x20,41.4402013,2.1911493
26/07/2018,"C/ de l'Estadella, 75","Torrent de l'Estadella, 75, 08030 Barcelona, Spain",A confirmar,500x20,41.4342916,2.2004689
27/07/2018,"C/ d'Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",10:00,"Espalter SOS, Acció Reina Amàlia, El Lokal, Acció Raval.",41.3784265,2.1707372
12/09/2018,"C/ del Cadí, 36 (Metro Vilapicina)","Carrer del Cadí, 36, 08031 Barcelona, Spain",9:00,500x20,41.4318093,2.1692646
13/09/2018,"C/ de la Gerdera, 4 (Metro Sant Ildefons)","Carrer de la Gerdera, 4, 08940 Cornellà de Llobregat, Barcelona, Spain",9:30,PAH de Cornellà,41.3613532,2.0847185
14/09/2018,"C/ Mas Duran, 62","Carrer del Mas Duran, 62, 08042 Barcelona, Spain",8:30,,41.4445605,2.1772379
17/09/2018,"C/ Maquinista, 50","Carrer de la Maquinista, 50, 08003 Barcelona, Spain",9:30h,Comissió d'Habitatge de la Barceloneta,41.3809856,2.1900984
17/09/2018,"C/ Ginés i Partagàs, 18-20","Carrer del Dr. Giné i Partagàs, 18, 08003 Barcelona, Spain",9:30h,Comissió d'Habitatge de la Barceloneta,41.3812932,2.1903559
21/09/2018,"C/ Correu Vell, 3","Carrer del Correu Vell, 3, 08002 Barcelona, Spain",a confirmar,Resistim al Gòtic,41.3814938,2.1796549
18/09/2018,"C/ Felipe Bertran i Güell, 13","Carrer de Felip Bertran i Güell, 13, 08027 Barcelona, Spain",8:30h,500x20,41.4247425,2.1835719
18/09/2018,C/ Roger de Flor 209,"Carrer de Roger de Flor, 209, 08025 Barcelona, Spain",8:30h,Oficina d'Habitatge Popular de Gràcia,41.4010652,2.1692976
21/09/2018,"C/ de Magalhães, 58","Carrer de Magalhães, 58, 08004 Barcelona, Spain",A confirmar,SdB Poble Sec,41.3727479,2.1608915
19/09/2018,"Av. Miraflores, 9 (<M> L1 Florida)","Av. Miraflores, 9, 08905 L'Hospitalet de Llobregat, Barcelona, Spain",10:15,PAH Barcelona,41.3696241,2.1115243
20/09/2018,"C/ Vall d'Ordesa, 2","Carrer de la Vall d'Ordesa, 2, 08031 Barcelona, Spain",8:30h (pendent confirmació),500x20,41.4311985,2.1669368
20/09/2018,"C/ Beret, 66","Carrer de Beret, 66, 08031 Barcelona, Spain",8:30h (pendent confirmació),500x20,41.4330055,2.1686091
20/09/2018,"C/ Aiguablava, 26","Carrer d'Aiguablava, 26, 08033 Barcelona, Spain",9:00h,500x20,41.4487855,2.1821276
21/09/2018,"C/ de la Cera, 17","Carrer de la Cera, 17, 08001 Barcelona, Spain",10:00,Stop Desnonaments Raval,41.3790167,2.1663844
21/09/2018,"C/ de la Petxina, 5","Carrer de la Petxina, 5, 08001 Barcelona, Spain",11:20,Stop Desnonaments Raval,41.3814068,2.1724294
21/09/2018,"C/ de Sant Bertran, 6","Carrer de Sant Bertran, 6, 08001 Barcelona, Spain",10:30,Stop Desnonaments Raval,41.3757246,2.1721369
27/09/2018,"Passatge Parcerisas, 5-7","Passatge Parcerisas, 5, 08923 Santa Coloma de Gramenet, Barcelona, Spain",11:30,PAHV Gramenet,41.4414913,2.2136368
26/09/2018,"C/ de Mossèn Amadeu Oller, 32","Carrer de Mossèn Amadeu Oller, 32, 08014 Barcelona, Spain",A confirmar.,Grup d'Habitatge de Sants,41.3692355,2.1381354
26/09/2018,C/ Igualada 9,"Carrer d'Igualada, 9, 08012 Barcelona, Spain",A confirmar.,Oficina d'Habitatge Popular de Gràcia,41.4015093,2.1625321
25/09/2018,"C/ d'Àlaba, 69 (<M> Bogatell)","Carrer d'Àlaba, 69, 08005 Barcelona, Spain",9:00,PAH Barcelona,41.3967565,2.1933155
25/09/2018,"C/ de la Màniga, 18 (<M> Congrés)","Barcelona, Spain",10:00,PAH Barcelona,41.3850639,2.1734035
26/09/2018,"C/ Balmes, 276","Carrer de Balmes, 276, 08006 Barcelona, Spain",10:00h,️  Sindicat de Llogateres,41.4010125,2.1479968
26/09/2018,"C/ de Mossèn Amadeu Oller, 32","Carrer de Mossèn Amadeu Oller, 32, 08014 Barcelona, Spain",8:45h,️  Grup d'Habitatge de Sants,41.3692355,2.1381354
26/09/2018,"C/ Pavia, 18","Carrer de Pavia, 18, 08028 Barcelona, Spain",9:30h,️  Grup d'Habitatge de Sants,41.3732052,2.1323603
27/09/2018,"C/ de les Agudes, 58","Carrer de les Agudes, 58, 08033 Barcelona, Spain",9:00,️  AVV Ciutat Meridiana,41.4632348,2.1786158
27/09/2018,"Av. Sant Ildefons, 9","Av. de Sant Ildefons, 9, 08940 Cornellà de Llobregat, Barcelona, Spain",8:30,️  PAH de Cornellà,41.3654986,2.0832208
28/09/2018,"C/ de Sòria, 17","Carrer de Sòria, 17, 08003 Barcelona, Spain",9:30,️  Comissió d'Habitatge de la Barceloneta,41.3798639,2.1919898
28/09/2018,"C/ de l'Esquirol, 1","Carrer de l'Esquirol, 1, 08003 Barcelona, Spain",9:20,️  Resistim al Gòtic,41.3844943,2.1797028
28/09/2018,"C/ de Marquet, 2","Carrer de Marquet, 2, 08002 Barcelona, Spain",10:45,️  Resistim al Gòtic,41.3809188,2.18043
28/09/2018,"C/ de Santa Madrona, 12","Carrer de Santa Madrona, 12, 08001 Barcelona, Spain",9:20,️  Raval Resistim,41.3753999,2.1716354
02/10/2018,"C/ de l'Argentera, 9","Av. del Marquès de l'Argentera, 9, 08003 Barcelona, Spain",A 1a hora (a confirmar).,️  Sindicat d'Habitatge de Vallcarca,41.3840989,2.1842452
1/10/2018,"C/ del Cadí, 36 (<M> Vilapicina)","Carrer del Cadí, 36, 08031 Barcelona, Spain",8:00,️  500x20,41.4318093,2.1692646
4/10/2018,"C/ de Dalt dels Banús, 68","Carrer de Dalt dels Banús, 68, 08923 Santa Coloma de Gramenet, Barcelona, Spain",11:00,️  PAHV Gramenet,41.4465781,2.2161902
4/10/2018,"C/ de Wagner, 49","Carrer de Wagner, 49, 08923 Sta Coloma de Gramanet, Barcelona, Spain",12:00,️  PAHV Gramenet,41.4515146,2.2211432
3/10/2018,"C/ de Brussel·les, 37 (<M> L4 Guinardó-Hospital de Sant Pau)","Carrer de Brussel·les, 37, 08041 Barcelona, Spain",11:15,️  PAH Barcelona,41.4173638,2.1692337
3/10/2018,"C/ Pl. de Sant Pere, 8 (<M> L1 Arc de Triomf)","Plaça de Sant Pere, 8, 08003 Barcelona, Spain",11:45,️  PAH Barcelona,41.3891944,2.1792015
4/10/2018,"C/ d'en Serra, 9","Carrer d'en Serra, 9, 08002 Barcelona, Spain",12:00,️  PAH Barcelona,41.3799654,2.1783577
4/10/2018,"C/ del Portal Nou, 32","Carrer del Portal Nou, 32, 08003 Barcelona, Spain",9:00,️  Stop Desnonaments Raval,41.3890346,2.1808831
4/10/2018,"C/ de la Cera, 19","Carrer de la Cera, 19, 08001 Barcelona, Spain",10:00,️  Stop Desnonaments Raval,41.3789785,2.1663616
8/10/2018,C/Rector Triadó 34,"Carrer del Rector Triadó, 34, 08014 Barcelona, Spain",9:00h,️  Grup d'Habitatge de Sants,41.3767756,2.1445351
8/10/2018,C/Pavia 35,"Carrer de Pavia, 35, 08028 Barcelona, Spain",10:00h,️  Grup d'Habitatge de Sants,41.3724746,2.1310637
9/10/2018,"C/ de les Agudes, 110","Carrer de les Agudes, 110, 08033 Barcelona, Spain",9:00,️  AVV Ciutat Meridiana,41.4614164,2.1733938
9/10/2018,"C/ de la Sèquia Madriguera, 21","Carrer de la Sèquia Madriguera, 21, 08030 Barcelona, Spain",8:30,️  PAH Barcelona,41.4377555,2.2032631
9/10/2018,"C/ de Campreciós, 21","Carrer de Campreciós, 21, 08042 Barcelona, Spain",8:45,️  PAH Barcelona,41.4466477,2.1772054
10/10/2018,"C/ d'Alella, 6","Carrer d'Alella, 6, 08016 Barcelona, Spain",8:30,️  PAHV Gramenet,41.4315709,2.1803735
9/10/2018,"C/ d'Ausona, 17","Carrer d'Ausona, 17, 08033 Barcelona, Spain",11:30,️  PAH Barcelona,41.4507913,2.1921091
11/10/2018,"C/ de València, 508 (<M> Encants)","Carrer de València, 508, 08013 Barcelona, Spain",9:00,"️  Grup d'Habitatge Eixample Dret, Sindicat de Llogateres",41.4049689,2.1798493
10/10/2018,"C/ de la Foneria, 20","Carrer de la Foneria, 20, 08038 Barcelona, Spain",8:45,️  PAH Barcelona,41.3600047,2.1376626
10/10/2018,"C/ de Radas, 51","Carrer de Radas, 51, 08004 Barcelona, Spain",10:30,️  PAH Barcelona,41.3728868,2.1607893
10/10/2018,"C/ del Mar, 65","Plaça de Santa Maria, 1, 08003 Barcelona, Spain",9:30,️  Comissió d'Habitatge de la Barceloneta,41.3838871,2.1820711
10/10/2018,"C/ de Sant Martí, 9","Carrer de Sant Martí, 9, 08001 Barcelona, Spain",9:00,️  Stop Desnonaments Raval,41.3782604,2.1689751
10/10/2018,"C/ de Sant Isidre, 1-3","Carrer de Sant Isidre, 1, 08004 Barcelona, Spain",10:45h,️  Sindicat de Barri del Poble Sec,41.3709225,2.1585406
16/10/2018,C/ Peñíscola 31,,Per confirmar,️  500x20,,
16/10/2018,C/ Malats 70,"Carrer de Malats, 70, 08030 Barcelona, Spain",8:00h,️  Sindicat d'Habitatge de Sant Andreu,41.4365407,2.1870282
18/10/2018,C/ Doctor Trueta 166,"Carrer del Dr. Trueta, 166, 08005 Barcelona, Spain",9:00h,️  Comissió d'Habitatge del Poblenou,41.3964558,2.2008704
15/10/2018,C/ de la Torre d'en Damians 16,"Carrer de la Torre d'En Damians, 16, 08014 Barcelona, Spain",10:00h,️  PAH Barcelona,41.3762759,2.1439748
16/10/2018,"C/ Vall d'Ordessa, 8-10","Carrer de la Vall d'Ordesa, 8, 08031 Barcelona, Spain",9:00h,️  PAHC Sant Adrià - PAH Besòs,41.4311733,2.1663541
16/10/2018,"C/ de Varsòvia, 139","Carrer de Varsòvia, 139, 08041 Barcelona, Spain",9:00,️  PAH Barcelona,41.4178472,2.1723903
16/10/2018,"C/ de les Roselles, 36","Carrer de les Roselles, 36, 08901 L'Hospitalet de Llobregat, Barcelona, Spain",9:30,️  PAHV Gramenet,41.3584957,2.1005613
18/10/2018,"C/ de Mossèn Jacint Verdaguer, 85","Carrer de Mossèn Jacint Verdaguer, 85, 08922 Santa Coloma de Gramenet, Barcelona, Spain",8:30,️  PAHV Gramenet,41.4480887,2.2153491
18/10/2018,"C/ de Dalt dels Banús, 66","Carrer de Dalt dels Banús, 66, 08923 Santa Coloma de Gramenet, Barcelona, Spain",10:00,️  PAHV Gramenet,41.4464635,2.2162306
17/10/2018,"C/ de Ferlandina, 65","Carrer de Ferlandina, 65, 08001 Barcelona, Spain",10:30,️  Stop Desnonaments Raval,41.3815585,2.1643843
17/10/2018,"C/ d'Espalter, 6","Carrer d'Espalter, 6, 08001 Barcelona, Spain",11:00,️  Stop Desnonaments Raval,41.3784265,2.1707372
17/10/2018,Ciutat de la Justícia,"Ciutat de la Justícia - Riera Blanca/Sta. Eulàlia, 08902 Barcelona, Spain",11:30,️  Àgora Juan Andrés,41.3663233,2.132312
17/10/2018,"Plaça Blocs Florida, 5","Plaça Blocs Florida, 5, 08905 L'Hospitalet de Llobregat, Barcelona, Spain",11:45,️  PAH Barcelona,41.3673344,2.1093967
17/10/2018,"C/ de Balboa, 10","Carrer de Balboa, 10, 08003 Barcelona, Spain",12:45,️  PAH Barcelona,41.3819184,2.1875871
17/10/2018,"C/ de Requesens, 5","Carrer de Requesens, 5, 08001 Barcelona, Spain",9:00,️  Grup d'Habitatge de Sants,41.3796595,2.1639452
18/10/2018,"C/ de Josep Estivill, 31","Carrer de Josep Estivill, 31, 08027 Barcelona, Spain",10:15,️  PAH Barcelona,41.4182971,2.1881582
